,title,byline,dates
5002,Citic Capital eyes pair of retail developments: Asset manager steps up shopping mall push on the mainland to tap urbanisation boom,"Sito, Peggy.",13-Aug-14
5003,Henderson acquires Quarry Bay mansion,,13-Aug-14
5004,Homebuyers shift to secondary market: Government unlikely to remove curbs as sales of used homes rebound in HK,"Li, Sandy.",13-Aug-14
5005,New home prices jump 19pc in Tianjin but fall in 7 other cities,"Chiang, Langi.",13-Aug-14
5006,Wanda's first Beverly Hills adventure won't be last for Chinese developers: Developer'smove may set precedent for its Chinese peers to enter the US commercial property market amid fierce rivalry at home,"Li, Sandy.",13-Aug-14
5007,Major retail tenants now more open to shops in regional malls: Weakening salesand high rents in the core districts are driving retailers and restaurant operators to shopping centres in the New Territories,"Liu, Yvonne.",13-Aug-14
5008,"Real estate investor's unbroken record of profitable projects: Stanley Ching heads Citic Capital Holdings' real estate division as the senior managing director. Although the mainland market is slowing down, he says there are still opportunities for investors","Sito, Peggy.",13-Aug-14
5009,"Second-hand home prices fall in Shanghai for first time this year: July housing costs in the city drop for the first time this year, but tight buying rules to remain","Chiang, Langi.",13-Aug-14
5010,"City Airways grounded due to safety concerns, leaving hundreds stranded",Michael de Waal-Montgomery.,14-Aug-14
5011,Making a splash,,14-Aug-14
5012,"Occupy Central protest would need 20,000 to succeed: SCMP study: Post study findspro-democracy group may have to instead target specific junctions if it is to pull off threat of blockading business district","Chan, Samuel.",14-Aug-14
5013,Top economic planner in bond sales probe,,14-Aug-14
5014,Chasing the jihad bogey in China's Xinjiang,Debasish Roy Chowdhury.,14-Aug-14
5015,"Talking Points, August 14, 2014",,14-Aug-14
5016,"Who Said It? August 14, 2014",,14-Aug-14
5017,Accord on chief executive poll less likely with NPC set to take hard line: Beijing insiders say central government wants to set a high nomination threshold for the 2017 poll,"Cheung, Gary.",14-Aug-14
5018,Adviser to China's anti-trust committee fired for working for firm under investigation,"Zhou, Laura.",14-Aug-14
5019,Dismemberment murder case too horrific for jurors; trial must start over: New trial set for two men accused of killing and dismembering couple,"Chu, Julie.",14-Aug-14
5020,"President Xi Jinping identifies with Deng Xiaoping's legacy, says People's Daily editorial","Chen, Andrea.",14-Aug-14
5021,"Bracing for worse to come: city's typhoon defences need to evolve, experts say: Rising sea levelsand weather extremes make it vital city's typhoon defences evolve, experts say",Jeremy Blum and.,14-Aug-14
5022,"Central Asian nations to conduct terrorism drills with PLA: About 7,000 troops to take part in joint military exercises in Inner Mongolia later this month","Meng, Angela.",14-Aug-14
5023,"China news in brief, August 14, 2014",,14-Aug-14
5024,Big plans rolled out for state agriculture: Central governmentearmarks the cream of its vast network of state-owned farms for mergers to rival world's agribusiness giants,"Zuo, Mandy.",14-Aug-14
5025,China turning state-owned farms into agricorporations to take on world players: Central governmentearmarks the cream of its vast network of state-owned farms for mergers to rival world's agribusiness giants,"Zuo, Mandy.",14-Aug-14
5026,Developer Socam rejects Beijing Jingda's writ accusing it of document theft: HK-listed firm hits back at writ by developer of upmarket home project,"Li, Sandy.",14-Aug-14
5027,Makers of Deng Xiaoping TV drama offer 'proof' of fact-based plot,"Gan, Nectar.",14-Aug-14
5028,Official tried for graft,,14-Aug-14
5029,Socam denies Beijing villa document theft: HK-listed firm counters claims by developer of upmarket home project,"Li, Sandy.",14-Aug-14
5030,"Don't go cray cray, language pedants: English dictionary's been updated","Karacs, Sarah.",14-Aug-14
5031,Caution about Hong Kong's economic outlook is warranted,,14-Aug-14
5032,Designate marine park now to save dolphins' habitat,,14-Aug-14
5033,Erdogan must steer towards the middle as Turkey's president,,14-Aug-14
5034,"Letters Question, August 14, 2014",,14-Aug-14
5035,"Letters to the Editor, August 14, 2014",,14-Aug-14
5036,How world is fighting Ebola's spread,,14-Aug-14
5037,Cathay Pacific profit surges but falls short of estimates: Net profit soars in the first six months but still falls short of airline and analyst expectations,"Jiang, Sijia.",14-Aug-14
5038,Cosco Shipyard wins US$470m order from Maersk,"Yang, Jing.",14-Aug-14
5039,Haeco grounded by elite bank jobs that pay more,"van der Kamp, Jake.",14-Aug-14
5040,Mainland economic activity slows: Sluggish dataon real estate investments suggests that investors were jumping the gun when betting on a surging economic rebound,"Ruan, Victoria.",14-Aug-14
5041,3 big Chinese banks to issue 63.5b yuan in bonds on same day,"Weinland, Don.",14-Aug-14
5042,Alibaba revises Alipay pact before US IPO: E-commerce giant avoids loan risks and rulesby reworking deal with payments affiliate,"Perez, Bien.",14-Aug-14
5043,Chart of the day: The end of the Abenomics effect?,,14-Aug-14
5044,events,,14-Aug-14
5045,results,,14-Aug-14
5046,"Hang Seng Index to continue rise, say analysts: Cheapmainland stocks, through train scheme and flood of foreign money boost benchmark HSI despite warnings on HK and US economies",Toh Han Shih.,14-Aug-14
5047,"Mainland carmaker probe likely to reach Volvo, say analysts: Analysts say investigation into car price fixing will expand to many more foreign brands","Man-ki, Kwong.",14-Aug-14
5048,Mainland real estate investment growth slows to 13.7pc,"Chiang, Langi.",14-Aug-14
5049,Tencent profit rises 59pc on boost from gaming and advertising,"Yu, Sophie.",14-Aug-14
5050,Food security erupts onto global trade agenda: Mount Tambora and the downing of flight MH17 offer stark lessons on the global need to stock up for years to come instead of a few months,"Dodwell, David.",14-Aug-14
5051,House rules in sale of land to official,,14-Aug-14
5052,"14 years to save for a flat - just don't eat: Why city's quality of lifeis getting worse, starting with inability of the average household to afford to buy even the most modest of homes","Yap, Brian.",14-Aug-14
5053,Flights delayed by severe rainstorms,,14-Aug-14
5054,HK pair head back from Ebola-hit nation,,14-Aug-14
5055,HK-based professor almost deported in Myanmar over 'offensive' Buddha tattoos on his leg: Canadian lecturer and girlfriend almost deported over 'offensive' markings on his leg,"Lam, Lana.",14-Aug-14
5056,"Hong Kong housing hopes hit new low: Quality-of-life surveyfinds typical household would take 14 years to save for a 400 sq ft flat - living on the streets, without food or drink","Yap, Brian.",14-Aug-14
5057,Lawyers decide on no confidence vote against president tonight,"Ng, Joyce; Lam, Jeffie.",14-Aug-14
5058,Runway report slammed for leaving out risk of polluting vessels,"Chi-fai, Cheung.",14-Aug-14
5059,Charity given deadline on huge rent rise: Arthritis group must decide by tomorrow between finding more cash or losing home,"Yap, Brian.",14-Aug-14
5060,"HKU researchers' new liver cancer system helps prolong patients' lives: New classification schemedelivers more targeted treatment, allowing patients suffering from city's third most deadly cancer to live longer","Zhao, Shirley.",14-Aug-14
5061,"Officers 'not encouraged' to take part in march, says police commissioner: Commissioner stays tight-lipped on whether he signed anti-Occupy petition","Kang-chung, Ng; Chan, Samuel.",14-Aug-14
5062,Time and a place for everything,,14-Aug-14
5063,Community service for man who slapped activist,"Lau, Chris.",14-Aug-14
5064,"Judge grants injunction against noisy neighbours who say they've moved: Judge grants injunction alleging harassment, even though neighbours say they have moved","Chu, Julie.",14-Aug-14
5065,"Potion to up bra size may break trade laws: No evidenceto back Japanese product's claims to help women 'with flat or sagging breasts achieve a perfect chest', medical experts say","Griffiths, James.",14-Aug-14
5066,Majestic mountain ranges beckon adventure seekers,No byline.,14-Aug-14
5067,MESSAGE,"Chan, Keith.",14-Aug-14
5068,"Rower Lee ka-man confident of golden success in Incheon: With the experienceof three Asian Games,27-year-old rower seeks breakthrough",Chan Kin-wa.,14-Aug-14
5069,"After falling tree kills mum-to-be, Mid-Levels flat owners may be liable: Flat owners maybe sued after heavily pregnant woman is crushed to death in Mid-Levels; baby saved by caesarean but is in critical condition","Wong, Olga; Lo, Clifford; Toh, Michelle.",15-Aug-14
5070,Homeowners 'could face claims' after horror tree accident kills woman outside Mid Levels apartment: Residents couldbe liable after accident saw heavily pregnant woman crushed to death by a falling tree outside Mid Levels apartment block,"Wong, Olga; Lo, Clifford; Toh, Michelle.",15-Aug-14
5071,"Occupy activists will face quarter of police force: 7,000 officers expected to be on hand to deal with possible protest in Central this month","Lo, Clifford; Chan, Samuel.",15-Aug-14
5072,"Quarter of police force lined up to tackle Occupy Central activists: 7,000 officers expected to be on hand to deal with possible protest in Central this month","Lo, Clifford; Chan, Samuel.",15-Aug-14
5073,Shot in the arm for graft-busters,,15-Aug-14
5074,Push Up Drink was bound to be a bust with its breast boosting claim,"Kumar, Hari.",15-Aug-14
5075,"Talking Points, August 15, 2014",,15-Aug-14
5076,"Who Said It? August 15, 2014",,15-Aug-14
5077,Ex-chief justice Andrew Li rejects patriotism criterion in Beijing's white paper,"So, Peter.",15-Aug-14
5078,Judges don't need to be patriots: ex-chief justice rejects Beijing white paper,"So, Peter.",15-Aug-14
5079,Pope sends blessings to China as he flies to South Korea: Francisextends best wishes to Xi and 'fellow citizens' en route to South Korea as he becomes the first pontiff to fly through Chinese airspace,"Ng, Teddy.",15-Aug-14
5080,Solicitors pass vote of no confidence in Law Society chief Ambrose Lam,"Ng, Joyce.",15-Aug-14
5081,Solicitors vote to unseat Law Society president Ambrose Lam,"Ng, Joyce.",15-Aug-14
5082,They think I still have smoking gun: Snowden on US government's fears: Former NSA contractor sees a government in fear because 'they don't know what was taken',"Lam, Lana.",15-Aug-14
5083,"Woman's death reignites debate over lack of an overarching tree law: 'We should have learned the lesson,' says expert as falling tree kills woman","Wong, Olga.",15-Aug-14
5084,Beijing changes tack on Shinzo Abe,"Kwok, Kristine.",15-Aug-14
5085,"Beijing changes tack on Shinzo Abe, recognising he'll be in power a while","Kwok, Kristine.",15-Aug-14
5086,"Shinzo Abe down to his last arrow in plan to revive Japan's economy: Many Japaneseare relieved to see a leader with staying power, even if they don't like his hawkishness; now his economic plan must work","Kwok, Kristine.",15-Aug-14
5087,Apple bans 'harmful' chemicals benzene and n-hexane at factories: Move comes after labour group raises fears over safety on the mainland,"Associated Press; Meng, Angela.",15-Aug-14
5088,"Guangdong, Hubei boost party status of graft-busters in corruption fight: Guangdong and Hubeicement new rankings for anti-corruption chiefs in party hierarchies across the province to give watchdogs a bigger bite","Huang, Cary.",15-Aug-14
5089,Human rights lawyer 'maltreated in prison',,15-Aug-14
5090,Palace temple to open,,15-Aug-14
5091,Xinhua site hits out at sacked antitrust adviser Zhang Xinzhu,"Zhou, Laura.",15-Aug-14
5092,"John Kerry plays up trade angle of Asia 'pivot' over military element: Avoiding issueof US military presence in region, he emphasises economic cooperation and says good relations with China are crucial","Kwok, Kristine.",15-Aug-14
5093,Mystery withdrawals from MH730 passengers' bank accounts angers families,"Chew, Amy.",15-Aug-14
5094,Consensus the best way forward for electoral reform,,15-Aug-14
5095,"Follow best practice on waste incineration, and think local",,15-Aug-14
5096,"Letters Question, August 15, 2014",,15-Aug-14
5097,"Letters to the Editor, August 15, 2014",,15-Aug-14
5098,Vigilance key as deadly Ebola outbreak takes heavy toll,,15-Aug-14
5099,Central cabinet outlines measures to ease SME financing costs,"Ruan, Victoria.",15-Aug-14
5100,Fantasia's sales target cut highlights dilemma for developers on mainland,"Chiang, Langi.",15-Aug-14
5101,"Interim underlying profit at Swire Properties jumps 34pc: Property developeris optimistic about future performance as office, retail and residential demand are expected to increase in second half","Sito, Peggy; Liu, Yvonne.",15-Aug-14
5102,Lenovo in 'attack' mode after record market share gains: Technology major primed for second-half offensive after record market share gains,"Perez, Bien.",15-Aug-14
5103,Chart of the day: Tricky Nikkei,,15-Aug-14
